ID	freq1	freq2	freq3	freq4	freq5	freq6	amp1	amp2	amp3	amp4	amp5	amp6
0	29.8005	27.6458	27.6957	29.2369	27.7726	29.7833	-0.0904	-0.4006	-0.0823	-3.1073	-1.0303	0.2861
1	28.9404	29.6622	27.0610	29.2637	27.2637	27.2076	0.0890	-0.2680	0.9686	1.5733	0.1857	0.3185
2	27.4339	27.6659	29.3650	28.2763	28.2808	28.3341	0.2378	1.1529	0.4533	2.0158	0.2217	-0.8999
3	27.6477	27.6449	29.0664	28.2339	28.5955	28.0794	-1.1330	-1.6480	-0.2578	-0.1496	0.4591	-0.3653
4	28.9971	29.2360	27.3567	27.2249	28.5659	29.3013	-0.0465	1.0329	0.3448	-1.4117	-0.2154	-0.3902
5	29.0567	29.2159	28.3794	27.8827	28.3619	28.1561	0.6568	0.8679	1.6022	-0.5107	-1.0819	-1.5957
6	29.9497	27.7015	28.1339	27.3528	28.0296	29.8760	-0.2598	1.8000	-0.6464	-1.1089	0.2370	-1.6322
7	29.4928	27.7686	29.8005	28.1914	29.1181	29.0029	-1.4463	-0.2498	1.0070	1.0131	0.6914	-1.2019
8	27.0155	27.1051	28.3638	29.5678	29.1930	29.1457	-0.4688	0.9122	-0.9142	0.1385	-0.8652	1.1511
9	27.7311	29.6477	28.4230	27.7627	29.6265	28.3641	1.2077	-1.1196	0.7562	-0.9183	-0.8716	0.6014
10	29.0116	28.9946	28.4504	27.5933	27.8730	29.9199	-0.1693	0.1763	0.7345	-0.7020	-0.0142	-0.2530
11	29.4971	29.5393	29.3895	27.9191	29.0108	27.4491	-0.5690	0.7368	0.0820	-1.1329	-1.8810	0.2403
12	29.6548	28.9043	29.9024	29.4265	29.6575	28.9526	-0.5381	-0.5527	1.1811	-0.7866	0.9999	-3.1895
13	29.7748	27.8806	27.6056	29.5305	28.8516	27.5739	0.3146	0.1925	0.7340	0.5388	-3.0052	0.3609
14	28.7341	29.1566	27.1045	29.2131	29.1333	28.4487	0.9670	-0.5136	0.4574	2.2308	-0.0689	-1.7326
15	27.3923	27.0980	27.5332	27.1120	27.1548	27.9898	-1.3325	-1.1215	-0.1438	0.4640	-0.0682	-1.2196
16	28.4684	27.9196	28.7132	27.0330	27.4511	29.0917	0.2128	-0.0911	-0.6311	-2.5188	0.7589	-0.4649
17	27.5972	29.5753	28.1251	27.4215	29.9835	29.1169	-1.3559	-0.4510	0.1824	-0.0022	0.2272	1.3583
18	27.8643	27.5295	28.5696	28.1379	27.0089	29.9332	-0.3183	2.0684	1.8596	-2.1508	-0.3544	0.0399
19	27.7809	27.6330	27.4457	27.0450	28.1099	29.1418	-1.0292	-0.3069	0.9394	-0.3259	1.2766	0.4895
20	27.3408	27.0586	28.8449	29.2334	28.7674	29.7291	0.9682	-1.4859	0.0494	-0.8420	1.1054	0.8317
21	28.5090	28.3053	29.4778	27.9185	28.7882	29.2306	-0.6946	0.3503	-0.6107	-0.4207	-0.4061	-0.9860
22	27.8530	27.8216	29.4167	28.5030	27.2728	29.2463	-0.9560	-0.4081	0.6961	-1.6375	0.3560	-0.2228
23	29.9784	27.3664	28.8950	29.4396	27.9991	28.4955	0.0835	1.5198	0.9569	0.4142	0.0918	0.9237
24	28.5674	28.2729	28.0916	29.5070	27.0886	27.2454	-0.1027	0.0979	-0.8906	0.5316	-1.5999	0.1698
25	28.1557	27.3554	29.2350	29.1167	27.4353	28.3802	0.0885	0.9147	-0.1980	1.1017	1.4450	-0.7429
26	29.1039	28.2302	29.7242	28.9453	28.9950	28.9600	1.8726	-1.0619	-0.1399	1.1669	-0.6534	0.6829
27	28.7711	27.9583	29.6871	27.5660	29.3112	29.5905	-1.1686	0.0613	0.4831	-0.6696	0.7372	0.9871
28	27.5582	29.2162	28.7235	28.2784	29.4979	27.7034	-1.0072	0.1985	1.4789	0.1969	-1.1895	-0.1306
29	27.5297	28.0832	27.3256	27.1253	28.7731	29.4732	0.4519	0.2384	-0.6194	0.4525	-1.6050	0.7460
30	27.5733	28.3592	28.2277	27.2537	29.3299	28.2577	-0.2847	-0.8480	0.1060	1.0661	1.2828	0.2290
31	29.0187	27.6265	29.2940	27.0460	29.5790	29.3080	-1.0859	-0.3041	0.5461	-0.0262	-3.0919	-0.5547
