ID	freq1	freq2	freq3	freq4	freq5	freq6	amp1	amp2	amp3	amp4	amp5	amp6
0	4.9925	4.9654	5.8573	4.0817	4.0283	5.6940	0.3862	-0.4223	1.4063	0.1812	-0.4534	2.2263
1	6.8341	5.1506	4.6086	5.9224	4.9836	5.6174	-1.1131	-0.4386	2.4672	-0.3203	-0.8840	1.5033
2	6.7097	6.8375	4.5973	4.5452	6.3251	4.2165	0.9407	-0.6018	0.2417	0.1411	-0.5936	0.7805
3	4.4775	6.2328	5.1787	6.6066	5.7824	4.5826	-1.5585	1.2148	-1.3671	0.1779	0.3295	-0.8291
4	6.4118	5.7456	4.8639	5.7202	4.0615	4.4696	0.8442	0.3373	-2.1549	0.5240	-0.6057	1.4071
5	6.3553	4.5489	4.6491	5.2689	4.9093	4.6833	0.8447	2.0269	0.7227	-0.4991	0.4544	-0.9208
6	5.6794	6.0390	5.9123	6.9372	5.0816	5.5854	0.8780	0.4211	-0.4938	1.4210	0.4782	-0.4689
7	5.1081	5.3774	6.9722	6.2052	6.5325	4.4408	0.4352	0.4203	0.7499	1.5864	-0.1487	-0.2159
8	5.0042	5.8849	6.8180	5.9292	5.3807	6.4578	0.0382	0.5268	-0.1923	0.8320	-1.1449	-1.1732
9	5.4328	5.0904	6.5662	6.0563	6.8743	5.3689	-1.1720	0.8780	-0.3107	-0.3035	1.1594	1.3132
10	4.1585	6.4227	6.8519	6.2530	5.8299	4.7175	1.4835	0.2061	2.4180	-1.2375	-0.3176	1.8429
11	6.4795	6.7612	5.1728	6.7939	6.3240	4.3825	-1.6400	-1.8888	-1.8680	-0.8712	0.4103	-0.8051
12	5.5907	6.6374	5.2668	4.9907	5.6563	6.1154	-1.0885	1.6090	0.8528	-0.9885	-0.1371	-1.0445
13	5.6247	5.9361	4.2290	4.7503	5.5235	6.9367	-0.0836	0.5396	0.5807	-0.3167	-0.0858	0.5113
14	5.7258	4.1444	4.8502	5.2451	6.5123	4.8872	1.1591	-0.3545	-0.1969	-1.2555	1.1318	-1.7256
15	6.2123	5.4960	4.8231	6.7270	6.9382	4.4937	-1.1716	0.8996	-0.8873	1.6914	1.5048	-1.4697
16	6.2079	6.7921	5.2668	6.3080	4.4745	5.9288	0.0093	0.3087	-0.8482	-0.6161	-0.9790	-1.3654
17	5.1904	5.9145	5.7475	4.8089	5.0261	5.8894	0.7647	2.3077	0.1845	-0.2001	0.2133	1.2511
18	4.3748	5.7103	6.0209	4.0139	4.3081	4.7742	-0.6945	-1.0799	-1.1319	-1.1211	1.8978	0.2940
19	6.7170	4.6767	4.9699	4.7356	5.4564	5.6352	-0.3486	1.6586	0.2871	0.3935	-0.0138	-0.7704
20	6.2949	4.5885	4.5730	4.6894	6.3449	4.1599	0.1235	-1.2626	0.4146	-0.8768	-0.2126	0.1418
21	4.5306	5.6851	6.1093	5.0516	5.4669	5.8864	-1.3234	0.3672	-0.6474	-0.5487	-0.1049	0.5330
22	6.9506	4.1388	5.3489	6.0753	4.0332	6.8336	1.7757	0.4541	0.4391	-0.9881	0.5304	-0.8716
23	6.2621	4.5340	4.5113	6.6002	6.0456	5.0487	1.0851	-0.2418	-0.5614	-0.9613	0.1374	1.0032
24	5.4831	5.3756	6.8985	6.9237	4.1382	4.4620	-0.9710	0.2693	-0.6865	-0.4588	3.2622	2.7674
25	4.2625	4.8624	4.6482	5.7625	5.0598	6.6233	0.8971	0.0049	0.5851	-0.1538	-2.7670	-0.4616
26	6.9409	5.3485	4.5410	6.8724	4.5111	5.6593	-1.2470	-0.4434	-1.4778	-0.0726	0.3398	2.1913
27	4.0066	4.3048	5.1031	6.4695	6.2692	6.4064	1.2215	-0.4557	-0.8405	-0.3402	0.2656	0.6004
28	5.6393	6.7421	5.6531	5.0820	4.1152	4.2515	0.0256	-1.1089	-2.2328	-0.8201	-1.5382	0.0242
29	6.0777	6.9823	4.0599	5.1171	6.5268	5.3408	-1.4024	1.3045	-0.1753	-0.1377	-0.9802	-0.2897
30	6.5426	4.6249	5.6285	6.2576	5.4595	5.4967	-0.9893	-0.0161	1.7987	-0.6161	-0.6017	-0.8576
31	4.1842	6.0596	4.4393	6.3134	6.4660	6.9479	0.1713	-0.6603	-0.3041	-0.0918	0.6496	0.3355
32	4.4993	4.9849	4.5503	6.4061	6.0863	5.6853	1.1376	0.5853	1.2442	-0.1641	-0.0812	-0.8503
33	5.1732	4.1970	6.3308	6.3006	6.8776	5.5931	-0.2452	-0.5198	-0.0113	-0.9195	-1.5352	0.4167
34	4.3366	4.7121	6.7137	5.3224	4.1317	4.2221	0.1951	1.8495	0.4052	0.4464	0.1528	-0.3289
35	6.3164	6.9637	6.9140	4.8785	4.9866	4.2586	-1.9475	-0.8469	0.4046	1.3460	0.5477	1.9502
36	6.7740	4.1231	4.6043	5.7339	6.5982	5.8040	0.4656	-1.5995	-2.0596	-0.9913	-0.0094	2.0881
37	4.1779	4.9310	5.7206	5.9133	5.8745	6.7855	-0.7258	0.0560	0.9912	0.3763	1.1848	-1.0709
38	6.0751	4.9958	6.9644	5.5059	6.6348	6.4182	2.0792	-0.1890	0.2897	-1.2772	-0.4525	1.5047
39	4.1567	4.7715	6.9060	5.4606	6.5415	4.5598	1.3692	-1.9403	0.5808	2.0909	1.5817	1.5277
40	5.8773	4.8035	6.0696	5.4657	6.8972	4.5731	-0.4691	-0.1450	-0.9189	0.7476	2.5117	-1.3247
41	4.2587	6.5549	4.5676	5.2175	6.5393	5.7247	-0.0941	0.5665	-0.5691	1.5394	1.7144	0.2567
42	5.2404	4.9586	6.1057	4.4121	4.4358	6.9037	-0.1009	1.7713	0.5597	1.1189	-0.2665	0.0269
43	5.4461	5.1254	4.8615	4.0494	4.6685	4.7116	0.7524	0.3475	0.1524	-1.3126	-0.2474	-0.6267
44	5.5224	5.5779	6.1423	5.1837	6.1101	6.4567	0.3640	1.6540	-1.7132	1.8962	0.1533	-0.0876
45	5.6387	5.0788	6.7968	6.7704	4.8786	4.5530	-0.6353	1.3432	-0.7807	0.2811	-0.0543	-0.8701
46	5.0120	5.2509	4.7085	5.3130	4.6310	6.5772	-1.8526	1.1374	-0.6950	-1.0145	-1.1332	-0.5599
47	5.6486	5.4558	4.8436	5.6886	6.2854	6.5093	-0.9843	1.4544	-0.0496	-0.5592	-0.1340	0.6021
48	6.1650	4.1147	4.7816	4.8349	4.2565	4.3760	0.1131	-0.2064	-0.1218	-1.2738	0.4515	-1.0802
49	6.4900	5.2434	4.5670	5.8242	6.6240	4.4725	-0.6265	-0.4891	-0.6666	-0.3484	0.0931	1.0654
50	5.3367	5.6431	4.1188	4.7286	6.0363	6.8528	0.2288	-0.1256	0.4024	0.9313	-1.0653	0.3321
51	4.8691	5.0040	4.1367	6.4681	5.1039	4.4813	-0.5762	0.1355	0.2408	0.7640	0.5699	-0.8702
52	6.7924	6.2948	6.1285	5.8719	4.3278	5.7469	-0.1040	-1.2518	-0.7114	1.4231	1.1259	0.3128
53	4.4463	5.7935	6.4348	5.7388	5.0998	4.0170	-2.1139	-0.2025	0.7243	-0.6783	-0.7366	-0.2668
