ID	freq1	freq2	freq3	freq4	freq5	freq6	amp1	amp2	amp3	amp4	amp5	amp6
0	15.9950	14.9986	15.9812	14.1731	14.8754	16.1224	-0.4907	0.7116	-1.7653	-1.3866	-2.2117	0.2048
1	16.1538	16.3389	14.0732	14.4366	14.3399	14.8823	-1.8252	0.4144	1.9797	-0.3365	-1.1434	1.7085
2	16.0092	14.5146	14.5877	15.0884	15.1905	14.3061	1.1831	0.9220	0.9925	1.0071	0.1868	-1.3550
3	16.2865	16.6651	14.8542	14.5546	15.1810	16.7290	0.3023	0.0962	0.9556	-1.6787	2.7990	0.3320
4	15.8289	15.9985	16.8796	14.2549	16.1405	16.2300	0.2734	0.5123	-0.1798	-1.2832	2.4172	0.4058
5	15.8825	16.8214	15.8280	14.1039	14.4228	14.4509	-0.8794	-0.0310	0.2594	1.2616	0.1642	1.2220
6	16.0662	14.2946	15.5075	14.0880	15.4686	14.8573	-0.1443	-0.9643	-0.0409	0.3727	-1.9978	-0.7149
7	16.1551	14.9903	16.7517	16.9904	15.1693	16.9800	0.1422	-0.1109	1.3566	0.7590	-0.3762	-0.1608
8	15.1400	14.0848	15.7203	14.7201	16.3724	14.8890	-0.2434	0.8980	-0.3987	-1.6951	1.3884	-0.6919
9	16.2761	14.9139	15.1068	15.6733	16.6744	16.1849	-0.5874	-0.8667	-0.1357	-1.1984	-0.6735	-0.1236
10	15.4737	16.9399	15.2325	16.1152	16.9380	15.0236	0.6006	0.5426	-0.6819	-0.6314	0.4645	0.4998
11	16.1819	15.7689	16.3359	14.0164	16.0819	15.4871	1.0286	-0.0289	0.4620	1.2817	-0.7913	-1.5300
12	16.6794	15.1875	15.3332	16.5771	14.5533	16.5559	0.2768	-0.2952	-1.7430	0.0501	-1.0526	0.8197
13	16.9369	16.0324	16.3498	14.8453	15.1556	14.0198	0.6567	-1.4274	0.4834	0.8605	-0.9772	0.1051
14	14.7868	15.0940	16.6995	16.2338	15.6768	14.6792	0.5882	0.5392	-1.1900	-0.5767	-0.2428	1.8505
15	16.3700	15.3782	16.6191	15.1049	14.6826	15.1021	0.8494	-0.0791	0.3288	-0.3044	0.8843	1.0801
16	15.2108	16.7803	14.6138	16.3203	14.9466	16.4173	0.2803	0.6764	-0.0946	-0.6634	0.9462	-1.2511
17	15.6017	16.0978	14.1132	16.5879	15.9732	15.4481	0.3637	-0.5369	0.1642	1.0473	0.5529	0.5348
18	14.1331	16.6864	16.4495	14.3195	15.6148	16.4089	-0.7108	0.9272	0.9190	-0.7618	1.3987	1.9442
19	14.5248	14.1692	16.4366	16.2116	16.3871	15.8915	-0.7960	-0.0060	-0.6734	1.0769	-0.3419	-0.8279
20	15.6773	15.6705	16.9193	14.1425	15.3110	15.0641	-0.9241	0.3356	-1.1142	1.0760	-0.0496	-1.5776
21	14.4939	14.7360	14.2948	15.1417	16.0043	14.3784	0.3591	-0.1293	-0.0685	0.0100	0.7908	-0.2889
22	15.9609	14.8272	14.3718	15.1074	15.9437	14.0603	-1.0742	-0.4617	-1.3360	-0.8706	-0.2377	-0.7580
23	15.3832	16.6709	14.3250	14.6102	15.2408	15.1245	1.9178	-1.3150	-0.6392	1.9069	0.7632	2.0751
24	16.8782	16.1854	15.1511	16.0262	16.5477	16.3889	0.0004	-0.6508	0.2040	-2.2611	-0.6318	0.7370
25	16.5006	14.9702	16.1857	16.9486	14.9153	16.7391	-1.3794	-0.1878	-1.0991	1.2298	-0.1348	1.1497
26	15.4436	15.4454	16.7560	15.6541	14.6390	15.9403	-1.3209	-0.2941	0.5047	-0.7203	0.7919	1.6272
27	14.5881	14.9499	14.5755	15.8222	14.8668	14.3474	-0.3697	0.3484	-0.6403	0.0629	-1.0616	-1.1109
28	15.9783	15.0923	15.0035	14.2898	15.4095	15.1752	0.8885	-0.3878	-1.3818	-1.6359	0.1024	0.7237
29	14.2389	14.3678	16.1963	14.8733	14.2084	14.9488	-1.0682	-0.5788	0.0526	0.7541	-0.0507	-0.2315
30	16.8939	15.0974	14.9128	15.1569	14.6937	14.0075	-0.6977	-0.7937	-1.1194	0.7720	-1.0997	0.1562
31	14.9199	16.1403	16.6935	14.7070	16.0281	15.6145	-0.2076	-0.0368	0.0329	0.2594	0.8790	-0.0298
32	15.4834	16.4174	15.9721	16.9579	16.2350	14.5455	1.6285	-0.4691	0.4003	0.5869	-0.2370	0.0063
33	14.4301	15.6313	16.2854	14.1861	14.9482	16.4333	-1.6625	-0.2845	-1.3064	1.1845	1.4040	0.6746
34	16.5969	14.1384	14.9059	15.9892	14.1148	16.5255	-0.7327	-2.1867	0.1430	-0.5572	-0.4490	0.2714
35	15.5562	15.0540	14.1540	14.6995	14.9959	14.9921	0.0481	1.2928	1.0033	-0.8216	-2.1155	-0.3840
