ID	freq1	freq2	freq3	freq4	freq5	freq6	amp1	amp2	amp3	amp4	amp5	amp6
0	32.7576	32.1678	34.4122	34.4466	33.6121	32.9608	0.3744	-1.8259	-1.1064	1.9081	-1.8495	-0.5177
1	34.2302	33.5803	32.0967	32.2289	34.4575	34.2079	2.1826	-0.4510	-0.0514	0.0340	-0.9055	0.0088
2	32.8759	34.3940	33.9331	33.3320	34.1224	33.3236	-0.9141	0.3307	-0.2610	-1.2858	0.2713	1.9083
3	33.5168	34.1886	32.5824	34.8655	33.7496	34.5375	-0.5401	-2.0521	-1.1555	-0.0433	1.0598	-0.9989
4	34.7102	34.2750	33.7448	32.5778	32.5263	33.3289	-1.0286	1.8388	-1.0869	0.0724	-0.3382	-0.9273
5	32.8566	32.6319	32.1284	33.0113	34.0766	32.9088	-1.5263	-2.4521	1.9690	-0.5358	1.2831	-0.8040
6	33.3990	34.4551	32.1395	33.3813	34.2635	32.7134	-0.0008	1.8604	-0.7458	0.1282	-0.9346	-0.5479
7	34.6599	33.7288	32.9581	34.9599	34.1252	33.6807	2.0429	0.0398	-1.4187	1.2481	-0.9213	-0.4068
8	32.8815	32.5242	33.1044	34.9417	32.1391	32.8792	0.7421	0.5169	-0.2776	-0.8189	-1.0197	0.2967
9	32.4392	33.9072	33.0662	34.6439	33.5882	32.9408	1.4365	-0.2252	-0.8209	0.6791	1.2663	-0.9535
10	32.0872	32.9762	34.3515	32.9518	34.0846	34.1043	0.8277	-0.3930	-0.5269	-0.4246	0.2354	-0.0670
11	32.9648	32.9988	33.9116	33.3885	34.1042	32.4460	1.1300	-1.0753	0.1511	-0.2930	1.5671	1.7729
12	34.5062	32.6576	34.3609	32.5703	33.6292	33.5781	0.9899	-1.3583	-0.7868	1.4988	1.6916	0.4276
13	34.9627	33.4364	34.8273	33.6910	32.5338	34.0781	-0.6860	1.9034	0.1029	0.6665	0.1380	-0.4645
14	32.9692	33.4097	32.0513	33.4926	33.4051	33.7508	0.1958	0.2324	0.0084	0.4289	1.0025	-1.3499
15	34.6889	32.8114	33.3867	32.7738	34.5547	33.7003	2.2470	-0.0821	0.7568	-0.1998	-0.1372	0.3130
16	33.2897	34.0309	32.6045	32.9484	34.5351	34.0552	-0.3557	-1.8183	1.0473	-0.1861	-1.9664	-0.5611
17	32.8614	33.2149	34.1152	34.1500	32.0804	32.2452	-1.4013	0.1992	-1.4835	0.3021	0.3191	-0.5488
18	32.4398	34.4294	33.0491	32.7950	34.3000	34.8155	-0.9542	1.1607	-1.5663	0.1491	-1.5097	0.9760
19	33.5961	34.0228	32.7098	34.8870	32.5179	34.6201	-1.6935	0.7539	0.6416	0.7620	-0.7479	-2.1959
20	32.2554	32.6655	33.3527	33.5019	33.9029	33.5597	1.1134	-0.5563	0.8623	0.5714	-0.8702	0.5612
21	34.3764	33.7111	33.6003	32.8397	33.3175	34.2377	-0.0901	-1.8850	0.0613	1.0377	0.3424	1.0801
22	33.4930	32.1369	34.9783	32.0305	33.3429	34.4425	-0.9263	1.4126	-0.0725	-0.2914	1.5881	0.8733
23	33.1898	33.0754	34.3169	32.5708	32.4636	32.0018	1.8897	-0.5947	-0.6351	-0.7569	-0.4153	-0.6752
24	33.0215	33.5358	34.1697	34.9086	33.3959	34.5467	0.7683	0.8725	-1.4325	0.9029	-1.1646	0.6532
25	33.4876	34.0534	34.9845	34.7065	34.2131	33.5561	-0.0378	-0.9370	-1.0717	0.9771	1.2352	0.6973
26	34.0881	33.6399	33.4128	32.7564	34.4771	32.8788	-0.9057	-1.3010	0.0226	-0.0112	-1.8470	0.3865
27	34.0947	34.7179	34.3677	33.5388	32.5878	32.9165	0.6852	-0.6965	1.2806	-0.2339	-0.3587	0.0158
28	32.6813	34.4229	32.0269	34.1391	32.9116	33.1865	1.2347	-1.2543	0.8306	-0.0242	0.1255	0.1876
29	34.3802	33.6052	32.6863	32.3941	34.0833	34.2495	-0.1535	-0.3852	2.2731	0.2637	-0.3792	0.5186
30	32.0824	34.1246	32.4047	32.2647	32.7010	34.9482	-0.1287	-1.6427	0.1571	-0.7010	0.2179	0.6033
31	33.5901	32.7672	32.9021	33.7756	33.7689	34.5300	-0.7483	0.3655	-0.7112	0.8719	0.4591	0.8200
32	34.6954	34.6370	32.9391	34.4469	33.0348	33.3969	-0.3346	-1.6013	-0.1727	-0.6783	-0.8739	-1.3587
33	32.2693	33.4730	33.8543	33.1899	33.5352	34.4418	0.8546	-1.5342	0.4774	-0.1989	-0.2798	-0.6375
34	32.8800	32.0427	33.4554	34.4016	34.4926	33.1473	-0.7969	0.4226	1.0609	-1.2173	-0.8958	0.6239
35	32.3816	32.6123	33.1420	34.3367	32.2577	32.7036	0.1922	1.8714	-0.0801	1.4909	-0.8890	1.5200
36	34.1119	32.2027	33.0222	32.4210	33.2509	32.8819	-0.2885	0.1237	-0.1077	-1.3024	-1.5074	0.0757
37	34.8879	32.1373	32.8803	32.2585	32.9381	33.6573	-2.6578	1.4221	0.4550	-0.3082	0.4806	-0.9950
38	32.4533	32.0409	32.2195	33.1356	33.5023	34.6820	-0.0889	0.7532	-2.6332	-1.9028	0.5674	0.0621
39	33.4912	33.1487	33.8423	34.3716	34.6298	34.5294	-0.1752	0.4893	1.2685	0.4142	-0.5872	1.8765
40	34.9187	33.7727	32.6504	32.6363	34.7518	33.9045	-0.6768	-0.7348	0.0037	0.0438	1.3751	0.3449
41	33.6781	32.3556	34.0500	34.3813	33.3819	34.6330	0.1538	0.6774	0.0142	0.9972	-0.1472	-2.0666
42	33.8082	33.3443	34.7353	34.8438	34.0544	33.7841	0.8896	-0.2322	-1.3434	0.2486	1.0788	0.8113
43	32.3739	34.0091	34.0109	33.3928	32.5551	33.2824	-0.0984	1.3552	0.1037	-0.4507	0.2681	-0.8807
44	34.0726	32.3953	34.4329	34.0454	34.2005	34.9007	-1.3381	-0.3124	-0.4697	-0.1261	-1.2411	0.8512
45	32.4282	33.6399	34.2820	32.8190	34.1035	34.9291	0.5591	-0.3663	-1.6766	-1.3203	-0.0693	0.1093
46	33.0676	34.4410	33.2267	33.0212	34.7574	32.3859	-0.4933	0.2170	0.0933	-0.9562	0.6932	-0.9806
47	32.0544	32.2421	33.3649	32.4121	34.5412	33.0262	0.1009	0.3914	0.8465	0.0574	-2.3640	0.7526
48	34.1291	34.1815	32.1688	33.6635	33.5701	34.3982	1.9756	0.1265	-0.2685	-0.2047	0.9621	-1.8151
49	34.0053	34.9528	32.5615	34.8422	34.4123	32.8566	0.7525	-0.7366	0.1676	0.2641	0.3928	2.1257
50	33.8653	33.1662	33.6997	32.8917	34.8142	33.8470	-0.3620	-0.7362	-0.6884	2.1183	-0.0934	-0.0276
51	34.3398	32.1675	34.9175	32.5800	33.6371	33.6877	-1.0398	-0.1744	1.7717	0.6453	0.0629	0.6263
52	33.9208	32.9253	33.0922	34.9313	34.4521	33.9119	-0.6185	0.2309	-1.3532	0.5527	-0.3755	0.3472
53	32.6458	34.8408	32.8398	32.2769	34.5846	32.3120	1.6298	-0.7373	0.0345	-1.7171	-0.2364	-0.5503
54	32.0167	32.2107	32.3006	32.8248	32.6866	34.7197	-0.3044	-1.4013	0.6541	0.9183	-1.3103	0.6318
55	33.9511	34.1888	33.7596	34.4285	33.3016	32.2274	-1.2835	-0.1033	0.0653	-0.1509	1.2148	0.4694
56	34.5576	32.5837	33.9855	32.7638	34.0860	33.0505	0.6600	0.0952	-0.1702	0.3769	-1.6855	0.9525
57	34.2320	34.7089	34.9117	33.9399	34.3928	32.0855	-0.6577	1.7968	1.4276	0.2451	-0.9757	-1.5057
58	34.1868	33.5889	33.7737	33.9768	33.0061	33.2957	-0.4542	0.9051	-1.9141	-0.0395	1.7955	1.4827
59	34.5596	34.9054	33.0593	33.5995	34.8217	33.3844	1.3697	-0.2105	-0.3595	0.2831	1.3829	0.1824
60	34.9462	32.8070	33.0879	32.5201	32.7370	34.8212	1.3196	-0.4291	-1.1863	2.7277	0.7889	-0.3249
61	34.7762	34.3176	33.8361	33.1894	34.9773	34.2081	1.3804	1.2413	1.2565	0.5375	0.6881	0.1958
62	34.0267	32.9324	33.8073	32.7262	32.1924	34.0147	0.7429	1.0366	-0.2219	1.0360	0.0446	-1.1228
63	34.6339	34.6660	33.3304	33.4118	34.4024	32.0369	-2.4788	-0.3060	-0.6296	0.1407	1.4032	-1.2305
64	33.2405	33.3614	33.4089	33.1426	32.7259	33.4463	0.9276	1.1866	0.3663	-1.8866	0.9804	0.2130
65	34.8819	32.4703	32.0315	34.2911	33.3819	34.4242	-0.2137	-0.9442	0.3175	-0.6979	0.8691	2.1671
66	32.3360	34.3317	33.1118	34.9688	33.1144	33.7000	1.1543	0.4256	0.8598	-0.8130	-0.1731	0.5706
67	34.7001	34.3726	32.2969	33.5690	34.2551	33.9843	1.1327	0.2476	-0.2165	0.8422	-0.3588	-1.0434
68	34.1874	33.2619	34.3408	32.6700	32.1772	34.6957	1.3810	-0.5584	-1.4634	1.0073	-0.3125	-1.0700
69	33.7787	32.1000	33.6430	33.4920	34.4573	32.1940	1.9614	-0.2612	0.3907	0.7212	-0.6676	-2.5627
70	34.3939	32.6295	32.5910	34.5305	34.0522	33.0844	1.3768	-1.5178	1.6906	-0.8401	-0.2732	1.3834
71	32.4123	32.4182	32.4844	32.3971	33.4451	34.2854	0.5959	0.9165	-0.7424	-0.6530	0.0952	-1.4833
72	32.1295	33.2570	33.2755	34.4915	32.4404	32.2427	-0.8429	-1.9074	0.2836	-0.7174	0.3993	1.0384
73	32.0646	33.6027	34.9489	34.0705	34.8143	33.3237	-0.2342	0.1339	-1.6701	0.1259	0.9006	-1.4135
74	33.4328	32.2968	34.3761	33.2699	34.6986	32.1188	0.2076	0.3167	-0.2955	-1.3196	-0.1906	-0.1870
75	33.4448	34.7367	34.7155	34.7861	33.4107	34.9658	0.3492	-0.5621	-0.3910	-0.1436	-1.0560	0.5509
76	32.4090	34.6878	32.2988	33.3572	32.8826	32.4134	0.8798	-0.6837	-0.4170	0.6099	0.9166	-1.3978
77	34.9779	33.2482	33.7796	33.4572	34.3863	34.5615	-1.0401	1.0638	1.2938	-2.1342	-1.7026	-0.3883
78	34.2788	32.6898	32.8242	34.2685	34.8338	32.2227	-0.5625	-1.3470	1.2528	-0.5136	1.9006	1.6561
79	32.2864	32.9884	33.3593	32.0048	34.1467	34.2408	0.3384	-0.1004	-1.8456	-1.6264	-0.1419	1.7392
80	32.5605	33.6431	34.1340	34.4613	34.0482	34.0561	0.3259	-0.5233	0.6150	0.8763	-1.2068	0.4260
81	32.3223	33.3144	33.2788	32.4440	33.3709	34.9630	-1.2334	0.3950	0.6634	-0.1235	-1.0710	-0.0111
82	34.4238	33.4736	33.9904	34.7378	34.8616	33.2498	-0.5514	1.0918	-0.7365	-0.7054	1.9950	1.0711
83	32.8557	32.1024	33.5222	33.8770	33.9581	32.7596	1.2348	-0.2660	0.3428	0.6441	-0.2854	-0.1075
84	33.8514	32.6799	34.9323	32.4532	32.8971	32.9424	-0.0595	1.0163	-0.3814	-1.3520	0.4002	-0.4158
85	34.1704	32.1489	32.7021	34.6824	32.3358	34.2541	-0.0715	2.0019	0.7104	0.6984	-0.4457	0.1957
86	34.0216	34.7086	33.0452	33.8848	32.0931	34.2608	-3.0964	1.2913	-1.7385	0.6490	1.8311	-0.1708
87	34.4617	33.4595	34.9545	33.3278	32.6481	34.6533	0.3630	1.1491	-0.9809	-0.2837	-1.7599	0.2653
88	33.2774	32.8742	32.9300	34.2240	32.3485	34.1570	0.9580	1.0664	0.6713	-1.6251	-0.9531	0.2193
89	33.5846	33.3383	34.2906	34.4653	34.0086	33.7009	-1.0124	-0.8837	-1.1695	-0.0100	-0.5622	-1.5025
90	34.1057	33.6620	32.1138	33.6804	34.4396	34.7421	0.6970	0.7580	1.4216	-1.7882	2.5440	-0.6282
91	32.7749	32.0115	33.5062	33.3467	34.8253	34.7187	-0.7388	-0.1665	1.1817	-0.2082	0.7822	0.7466
92	33.9109	33.5682	33.2142	34.6254	34.5994	32.2645	-0.8378	1.6619	-1.3175	0.8792	-0.0197	-0.1640
93	34.3550	33.7256	34.9818	34.4638	34.2679	34.5804	1.0687	0.1389	2.0746	-2.0177	-0.2963	-0.7081
94	32.8640	32.2730	32.3364	34.7293	32.8169	34.7902	0.1904	-1.1063	-0.8138	-1.4647	-1.8342	-0.7954
95	34.7118	34.5893	32.2132	33.9109	33.8079	32.2887	-1.6055	-1.4021	1.1122	-0.9004	-0.6531	0.2933
96	33.7311	32.8224	32.5754	34.4223	34.8020	32.1241	0.0117	-0.1474	-2.2481	0.2782	0.9696	-0.0007
97	32.4175	33.1868	34.3989	33.8602	32.7486	34.2038	-0.6234	-0.6687	0.3585	1.2880	0.8171	0.5766
98	32.8794	33.5364	32.2072	33.8137	33.7541	32.0018	-0.2436	0.2721	0.4753	1.1114	0.2012	0.3793
99	34.1187	34.6539	32.1268	33.9377	34.3586	32.1444	-0.6592	0.0635	-2.1789	1.5043	0.6837	0.6812
100	34.1349	34.0179	33.5072	33.4198	32.8730	32.2678	2.1481	2.6754	0.5930	0.6253	-1.4957	1.2190
101	33.6600	32.7300	34.0033	34.9610	32.8678	32.1481	0.1766	-1.7752	-0.7071	0.4788	-0.5639	0.8593
102	34.4102	32.9996	34.3757	33.5011	34.3869	32.8924	1.0864	-0.7638	-0.8953	-0.0945	0.1004	0.7657
103	32.5568	34.2683	32.7573	33.9759	33.0294	33.8080	-0.2523	0.0061	0.2625	-0.3704	-1.8020	1.3415
104	34.7082	34.4862	32.3422	33.8133	32.8431	32.5929	0.3692	0.5231	-2.1266	-0.2147	0.2691	-0.6080
105	32.5592	32.8525	34.3873	32.6535	32.4826	34.3512	-0.6664	-0.1986	0.9685	-1.3637	-1.2627	-0.0286
106	34.9815	33.0837	32.4369	34.6862	34.8294	32.6526	-0.0299	-0.2623	0.4124	-1.4998	-0.3991	-1.5068
107	33.5749	32.0985	34.7502	33.1300	34.7003	32.1566	-0.0221	1.0901	-0.8571	-1.5879	1.7339	0.0897
108	34.3996	34.1705	32.6592	32.0998	34.4358	33.0717	-1.4533	0.3058	0.5932	0.1779	-0.9794	1.0815
109	33.1063	33.1399	34.6973	32.8403	33.8215	34.1811	-0.6806	0.1488	-0.9808	-1.5848	-0.4898	1.0916
110	33.0433	32.0718	34.8844	34.6477	34.6971	33.8679	-1.6422	1.0412	0.1065	0.1479	-0.1528	-0.6654
111	32.9957	34.9033	34.2193	33.3561	33.5469	32.6759	0.1567	0.1100	-0.1054	-0.7966	-1.0069	1.7426
112	34.7952	32.6028	33.7738	32.4770	32.0624	34.0398	0.3920	-0.1209	1.6498	0.0992	0.0593	0.5227
113	32.1021	34.0683	33.3955	32.3345	33.1101	34.3236	-0.1396	0.6820	0.5232	-1.5469	0.9405	-0.5020
114	33.2023	34.4580	32.9504	34.5489	34.7952	34.6082	-1.6232	0.4491	0.8841	-0.2156	-0.7446	1.1059
115	34.5489	34.7665	32.8795	33.0240	32.2460	33.7487	-0.1580	0.1015	-0.3699	0.6644	2.0692	0.2962
116	34.7882	34.5386	32.5618	33.5860	33.8216	33.7976	-1.4694	-1.1618	-0.0425	-0.6971	-0.9085	-1.4499
117	32.4965	33.8043	32.3421	33.5610	34.1064	32.8337	1.1762	0.8701	0.2870	-0.6974	-0.6464	-0.4011
118	33.8993	34.3391	32.0161	32.7392	32.0707	32.3544	-2.0611	0.5047	0.9606	0.0101	-0.7214	1.7876
119	32.5490	32.3167	32.5491	32.6759	33.5645	33.8357	-0.6973	-0.5474	-1.1314	1.2933	-0.3670	-0.5430
120	32.7196	34.1074	32.1255	34.1503	32.7516	32.9868	1.4568	-1.0678	-1.3849	-0.8285	1.2231	0.2085
121	34.6106	34.1192	34.7983	32.2863	34.6616	33.0636	-1.7776	1.4884	2.3469	1.2894	-0.0501	-1.2501
122	34.6877	32.5473	32.2522	32.8659	34.0114	33.0485	1.2572	0.0277	0.3233	-2.3049	0.6134	1.1432
123	32.2001	33.9308	32.2878	33.0240	33.5463	32.6786	-0.7838	-0.7306	-2.0916	0.1751	-0.4333	1.6455
124	34.2719	34.1353	34.3156	32.8914	34.2709	33.8215	1.9512	0.3573	-0.5048	-0.2293	-1.1701	0.0968
125	32.8082	33.4764	32.3042	32.8911	34.1018	33.3110	-0.0288	-0.2285	0.7971	0.3984	1.2634	1.5995
126	34.2190	32.5786	34.3807	34.5533	32.4197	32.8627	0.4411	2.2739	-0.2213	1.4531	-1.0635	-0.0860
127	34.3054	34.0798	32.0722	33.6302	34.1050	34.6083	0.0564	0.4023	-1.0684	0.3957	0.6834	-0.1804
128	32.7056	33.5202	33.9891	34.2715	33.8201	33.7854	-0.2501	-0.9707	1.3767	-1.0342	-0.4285	0.5340
129	34.0403	34.0215	34.4401	34.7784	33.0460	33.3601	0.0431	-1.2257	0.7556	-0.9984	0.3409	-1.3032
130	32.4435	34.8902	34.8016	33.4320	32.7356	34.4068	0.0559	0.2001	1.3214	1.9800	1.4416	-0.8869
131	34.7318	34.5970	32.1116	34.7335	33.3673	33.8080	0.9039	-0.8050	-0.7969	0.8161	-0.5398	1.6909
132	34.9774	34.8674	32.8713	34.6819	32.6252	32.4151	0.1836	-0.2018	-1.1403	1.3860	2.3000	-1.4139
133	32.9748	33.7304	32.8948	33.7321	34.7430	33.2323	0.6119	0.5885	1.3863	0.1288	1.3544	-2.0027
134	34.3983	32.4526	32.3795	34.7410	33.9198	33.1211	-1.6816	0.7977	-0.0890	-1.0496	-0.0314	1.0167
135	33.5753	32.9644	34.7419	33.3330	33.8168	32.0854	1.0732	-0.7102	0.5465	0.5061	0.5882	0.1242
136	34.6828	34.3976	34.4770	33.7130	34.6846	34.8887	-1.1108	0.0651	-0.0596	1.7186	-1.2601	2.1342
137	34.9466	32.9090	33.0337	34.1991	34.1926	34.5908	-0.3435	1.2843	1.5117	-0.4157	-2.7310	0.2928
138	34.1571	33.4570	34.0917	32.2463	33.9644	34.3831	0.7017	0.6337	1.3983	0.2359	1.3783	0.3815
139	34.5069	32.1612	33.9394	34.0633	33.6827	33.3616	-0.5546	-1.6134	1.5359	0.0279	0.1326	-0.0032
140	34.5080	32.9183	33.2488	34.7119	32.7006	33.6871	-0.3174	-0.3490	0.3540	-0.5150	-1.0907	-1.0619
141	34.5952	33.1211	34.3964	32.1194	33.1741	34.8801	-2.0349	0.6935	-0.2382	1.7495	0.2798	0.8057
142	33.7008	33.4544	32.4998	33.2180	33.1213	34.0085	-0.3933	0.1815	0.8539	-0.9337	0.7663	1.5296
143	34.0381	34.7812	33.6982	34.2250	33.8940	34.0330	-0.2268	-0.6053	-0.5558	-0.1020	0.1667	-0.1933
144	32.2054	34.9916	32.0017	34.1156	32.9930	34.2146	1.6192	0.9909	-0.3942	-0.3441	1.1658	-1.8164
145	32.9814	34.9009	34.2916	33.3704	33.0148	34.5769	-1.5637	-1.3740	-0.6424	-1.2893	0.3625	-0.3398
146	33.5939	32.0312	34.3292	34.2791	34.1662	34.4592	0.8927	-0.7616	0.4796	0.6861	0.8772	1.2852
147	34.4520	34.9712	32.6576	32.9867	33.9431	33.9469	0.2584	-0.4154	0.4536	-0.2549	0.2532	0.9569
148	33.3665	34.6101	32.9031	32.2337	34.8126	32.8697	1.1466	0.1882	-0.6717	-0.0528	0.4088	-1.6956
149	33.6088	32.2588	32.5617	32.2292	32.1841	34.7866	-1.1205	-0.5908	-1.6702	-0.4032	-0.7588	0.7388
150	33.0279	34.2883	34.6865	33.8055	34.5608	32.5531	0.1177	0.1738	0.1284	1.0107	-0.2288	-1.0768
151	34.9065	33.0927	34.7592	34.9672	32.6675	32.4813	-0.2379	-0.5450	-1.2050	0.0046	0.2553	-0.3124
152	34.4896	33.8850	34.3868	34.8926	34.0006	34.8286	0.2254	-0.0453	0.9955	0.7793	0.2883	-1.6578
153	33.5904	33.5092	34.8253	32.9646	34.3158	33.4094	0.3512	-0.6554	0.7822	0.1796	-0.8238	0.8245
154	34.4018	34.0434	33.9039	33.9027	33.3068	34.0672	-0.8193	-0.1141	0.5901	0.8702	-1.1023	0.0078
155	33.1132	34.9580	34.5584	34.2471	32.4193	32.1896	-0.8714	0.3478	-1.7243	0.9426	-0.9407	0.3734
156	34.3270	34.1727	34.1989	34.9980	33.7816	34.6860	0.1789	1.5459	0.0753	-1.4151	1.0675	-1.1655
157	33.7952	34.8391	33.5097	34.9311	34.2197	32.0758	0.5566	-0.3423	-0.2775	0.4539	0.7533	0.3389
