ID	freq1	freq2	freq3	freq4	freq5	freq6	amp1	amp2	amp3	amp4	amp5	amp6
0	29.2645	28.0732	28.5529	28.7387	29.5769	28.9920	-1.0417	0.9057	0.5634	2.0136	-1.9620	1.5377
1	28.8787	28.0640	29.2258	30.5445	29.8016	30.2626	1.0183	-0.6210	-0.4224	1.0463	0.7413	-2.2662
2	30.8343	28.3097	29.8182	30.9246	29.1449	29.5781	0.0799	0.5450	0.7716	-1.2333	1.3355	-1.1608
3	28.5945	29.7537	28.3448	29.0698	29.1793	29.4185	-1.4377	-0.1435	-0.1452	0.5825	0.6105	1.4327
4	30.0259	30.5267	29.2824	28.8413	30.8853	29.9388	0.3150	-0.7284	0.7609	-0.2044	-0.8200	1.9353
5	28.0415	29.0321	29.6015	29.6981	30.5621	28.1309	0.2735	-0.3553	0.3061	-0.0032	-0.0237	1.5791
6	29.2334	29.6372	28.2941	28.8322	29.8133	28.0208	2.9123	1.1796	-0.6474	0.4608	-0.4876	-0.5776
7	29.1435	30.0255	30.4064	30.9464	28.1474	30.7452	0.4889	1.5640	0.2059	0.6246	0.6279	-0.4141
8	30.2299	30.6999	28.8025	28.9523	28.1506	29.6629	-1.6217	1.8338	-0.9062	0.3064	1.8889	-1.5198
9	28.2241	30.2582	29.8830	28.5686	29.1639	29.4210	-0.4535	0.0437	1.2007	1.0806	-0.2794	-0.4242
10	28.0055	30.8356	29.0762	29.6192	29.0385	30.8154	1.5474	0.2324	0.9278	-1.9957	-0.4298	1.0188
11	30.1356	28.1853	29.4629	29.7524	29.1779	29.7172	-0.4519	-0.1961	-0.5196	1.2624	-1.2668	-0.9951
12	29.2781	28.5781	30.8964	29.4692	28.8226	28.8025	0.1462	-0.5626	1.0667	0.4373	0.0325	0.2925
13	28.6001	28.8884	28.7402	28.4320	29.2793	30.1188	0.4400	0.2997	0.1004	0.4419	-1.8612	1.9746
14	30.4738	28.7000	28.9268	28.2124	29.8286	29.8345	-0.3308	1.8292	-0.0676	0.3229	0.1747	0.0118
15	29.7090	30.7274	29.4163	30.1519	30.7193	29.1128	1.5310	0.2631	0.4374	-0.0771	0.6434	-0.0494
16	30.0518	30.7666	28.3745	30.7809	30.1372	29.3019	-0.3496	-0.0512	0.1990	0.3214	0.0037	2.5701
17	29.5400	29.1285	30.1429	29.4908	30.0969	30.9544	-1.1471	-0.1579	-1.4177	0.5368	-0.4711	-1.4795
18	29.6906	30.3855	28.4499	30.7097	29.5128	29.2885	-0.4912	0.5587	1.2278	0.8698	0.1675	0.9381
19	28.2303	30.3559	30.7532	30.9262	30.4683	29.0639	0.7699	0.9342	2.8196	0.8482	0.8784	0.6168
20	28.6789	29.3229	30.4407	30.8883	30.2720	30.5262	0.4297	-0.0735	-0.1966	0.7580	0.6193	0.4837
21	29.5145	28.4634	30.2924	29.1181	30.0635	29.3885	-1.1076	-0.3690	-1.5768	0.7012	-0.2060	0.7802
22	29.2599	28.8688	30.3444	30.3482	30.2904	29.2069	-0.9187	-1.0366	-1.3442	-0.4557	-0.8300	-3.3467
23	29.8786	29.5431	28.7484	29.5795	30.5239	30.2497	0.6763	2.0806	0.8904	0.5016	-1.7790	1.1113
24	29.2347	28.0760	28.9438	28.5287	28.8989	30.2730	0.8824	0.1892	-0.1354	-0.7602	-1.3645	-0.5266
25	30.1102	29.5723	28.8345	28.2606	28.5412	28.4677	-0.5908	-0.5810	-0.4494	-0.5388	1.2427	-0.5061
26	30.6993	28.7601	30.7321	29.9121	30.8698	28.6612	-0.4457	0.2542	-0.1339	-0.1159	0.3794	0.5948
27	29.5785	29.2487	28.8920	29.2863	28.4106	28.0496	0.1766	2.2812	-0.4566	1.4961	1.6637	1.5392
28	28.8360	28.3134	28.0692	29.0330	30.4787	28.0517	-0.5897	-2.1503	0.6359	0.1434	1.2023	-1.3592
29	29.5898	28.7644	30.4189	30.4123	28.0452	28.2132	1.4167	-0.1101	0.8267	-0.1309	-1.2208	-0.1948
30	28.4071	29.1660	30.6883	29.8761	28.7511	28.1729	0.3385	-0.2045	0.3540	0.2981	0.5592	-0.0549
31	30.3342	28.3167	29.5717	28.6937	30.5906	28.1858	0.4545	-0.2820	-0.0345	-0.2210	1.0747	-0.0074
32	29.1487	28.9221	29.3749	30.4597	30.2263	29.2219	-0.6253	-0.1993	0.3166	0.6037	-0.7662	0.7796
33	30.9629	29.4275	29.0911	30.8001	28.8060	30.6227	-0.0630	-0.1954	-0.2784	-1.2809	-0.7594	-0.0071
34	28.4943	30.3239	30.4887	28.4805	29.5898	30.9283	-0.3163	0.3160	1.2270	-0.5620	1.1079	0.9149
