ID	freq1	freq2	freq3	freq4	freq5	freq6	amp1	amp2	amp3	amp4	amp5	amp6
0	63.5940	64.6881	64.9184	62.8985	63.6081	64.8570	-0.1811	-0.8739	0.3801	-0.4087	0.6829	-0.2351
1	63.9463	62.2686	64.5655	62.3084	64.1994	62.9958	0.9066	0.6816	-1.4243	1.2264	0.1932	0.3856
2	63.1324	62.3222	64.8879	62.7770	62.0409	64.1129	1.4475	0.9615	0.9425	-0.0855	0.8913	0.4946
3	62.7651	63.9321	62.7591	62.7100	63.7665	64.4010	1.3761	0.8223	0.1632	-0.3183	-1.3485	-0.5729
4	63.2641	62.2905	63.7323	63.7609	63.1730	63.0614	1.4216	1.6646	0.3715	0.6529	-0.4739	0.6955
5	63.3302	63.2302	62.7648	63.7390	64.5294	63.3079	0.9595	0.2978	0.3390	-0.6695	0.7153	0.2966
6	64.0767	63.8951	62.8346	64.6662	63.6626	63.5402	-0.7092	1.1607	-1.0487	0.8889	-2.0766	-0.5420
7	64.5156	62.7767	62.8432	64.5252	62.4429	64.7321	0.0418	-0.0341	0.8963	0.3491	-1.2982	-0.1755
8	63.4224	64.5455	64.1769	64.1345	62.1158	64.4904	-0.2390	1.9427	-1.0175	1.1014	-0.9873	1.1579
9	62.0370	62.8329	63.1320	63.1651	64.2226	62.5974	0.5360	-0.2832	0.8886	0.2446	-0.4943	-1.8238
10	63.5912	63.9522	63.7297	63.5190	62.8481	62.7840	-0.4610	0.2851	1.5390	-0.0578	0.6562	-0.3977
11	64.1550	63.9762	64.5875	64.7166	64.0146	62.2155	0.7123	0.3121	-0.7607	0.7383	-0.6166	0.3652
12	64.0970	64.4050	64.2396	64.4097	64.4169	63.0656	0.3454	-0.7259	-1.7875	-1.0033	-1.6351	0.5543
13	62.7049	63.3399	62.9081	62.7383	63.1213	63.4739	-0.4717	0.2363	0.0534	1.7791	0.2566	-0.6636
14	64.6151	63.1276	63.8439	64.9669	62.5746	63.2423	-0.9960	-0.7469	-0.1949	0.1621	-0.6992	1.0082
15	63.4842	63.3427	62.3501	64.0532	64.8372	64.6109	0.8022	0.3868	0.6453	-0.1413	-0.7313	1.2610
16	63.2944	64.9668	64.9062	62.6995	62.1218	64.9328	1.9801	-0.7323	0.5140	0.2216	0.8501	-0.1893
17	62.8601	62.3495	63.5584	63.9967	64.3416	63.3041	-0.9393	-0.7775	-0.2109	-1.3369	-1.2103	1.0607
18	63.3470	64.4216	64.4620	64.1007	62.0519	64.8655	-1.5509	0.1898	-2.1500	0.3869	0.0240	-0.4003
19	62.4874	63.9543	64.2882	62.5338	62.6182	64.7373	-1.1303	-1.8728	0.1870	-0.1223	-0.1669	-3.0441
20	63.7053	64.4772	63.2971	64.8278	63.2095	63.8558	0.5489	0.3724	-1.5948	0.7074	-1.1021	-0.2079
21	63.9652	62.5437	62.0233	62.7307	64.5964	63.4046	-0.1620	-0.4960	-0.2994	0.4807	-0.2132	0.0319
22	62.4513	62.7921	63.3265	64.6788	62.9629	62.8558	3.3032	-0.8991	0.8762	-0.8234	1.5570	-1.2953
23	64.0024	63.4503	63.2324	62.1383	62.1401	64.4011	-0.3365	-0.9023	-0.4319	0.0617	1.2681	1.9259
24	62.9423	64.6044	62.8735	62.7286	63.3498	63.2003	-0.2171	-0.5622	-1.0607	-0.8622	1.6882	1.5488
25	63.0250	64.7777	62.7275	63.9947	64.8031	64.2416	-0.5012	0.7273	0.7655	-0.5741	0.9024	-0.3863
26	63.1408	62.5490	62.1528	63.2412	62.4364	63.1585	0.2937	-0.4367	-0.8895	-0.5509	0.0439	0.2821
27	62.1422	63.0997	63.6194	64.4302	62.1856	64.7042	-0.6519	0.5187	0.9530	0.2038	-1.0675	1.6035
28	63.3463	63.5941	63.0452	64.3608	62.9300	62.7184	-1.1612	-0.9561	0.0097	1.1856	1.2976	-1.0240
29	64.4195	62.1523	64.1337	62.4736	64.9316	62.0956	-0.3244	-1.1346	0.7112	-0.2501	0.6595	-0.9431
30	62.4826	63.7952	63.3005	62.8738	62.6865	63.8876	0.3211	1.9087	-0.4672	-0.1192	1.8978	2.0919
31	62.9904	64.5374	64.5946	64.1341	62.3262	63.1621	0.6315	-1.0692	0.8404	-2.6507	-0.6714	-2.1052
32	63.9022	63.1078	62.7511	64.5268	64.5929	62.6971	-1.5322	-0.6259	-0.6116	-0.4603	0.7191	1.9511
33	63.7639	64.2902	63.6462	62.9605	62.7269	62.2550	0.0995	0.7620	-0.4082	1.4825	0.3022	0.3585
34	62.2583	64.2324	62.0717	62.1886	62.2692	64.8774	1.7764	0.1428	-0.5741	0.9145	0.4192	-0.8778
