ID	freq1	freq2	freq3	freq4	freq5	freq6	amp1	amp2	amp3	amp4	amp5	amp6
0	23.3226	23.6365	22.5796	23.3124	23.8207	21.2662	0.9965	0.2750	-1.6122	-0.2096	0.0344	-0.9621
1	23.8653	22.4568	21.6179	23.8763	23.0537	23.4731	0.0582	-1.0776	-0.8447	-1.4019	0.7135	-0.5469
2	21.5465	21.4385	21.6903	21.9129	22.1363	23.0255	0.8496	-1.6063	-0.6360	0.4215	-0.9418	0.9009
3	21.6556	22.5659	23.4088	23.2255	23.0498	21.0743	0.4883	1.3861	-1.1584	0.3802	0.1908	1.3218
4	22.7985	22.0902	22.1060	23.6396	23.5137	23.9534	0.2811	-0.6607	-0.4226	2.0124	-1.4925	0.2587
5	23.8272	23.7321	21.9757	21.4701	21.5283	23.8293	0.8478	-0.5217	-0.6497	1.0830	1.0792	-0.5755
6	23.1774	23.5350	22.3821	23.1858	21.9080	23.4646	-0.4207	0.3731	-1.3845	0.1635	-0.3191	-1.0154
7	23.7991	22.7878	23.2323	22.8165	23.2492	23.6964	-1.6768	-0.6767	-1.0667	0.1451	-0.7817	-0.6518
8	22.1362	21.8086	21.2996	22.3389	23.6286	21.6482	0.2167	1.0463	1.1846	1.6516	-0.2760	0.3515
9	21.7851	21.2248	21.5319	23.3390	22.2030	22.1287	0.9329	0.8848	-0.5113	1.8867	-0.8281	0.3017
10	22.1395	23.2606	22.0746	21.7645	21.3902	22.7455	0.4827	0.8483	-0.2068	0.3129	0.9910	-0.1037
11	23.3095	23.8721	22.9814	22.3218	22.5206	21.4572	1.7080	0.4527	-0.9765	-0.5252	0.0601	-0.3275
12	21.0957	21.7708	23.5969	21.1719	22.4457	21.7952	-1.0650	0.2297	0.6029	0.2673	-0.2797	-0.8312
13	21.3316	22.1738	23.8365	22.8044	23.9032	23.9246	0.0861	0.3582	-0.6261	0.1029	0.7209	0.3436
14	22.1254	21.4573	21.3626	22.3200	21.3483	21.9117	-0.5246	0.3845	1.5690	-0.3794	0.2308	0.5281
15	21.9950	21.2949	22.6248	21.1836	22.1895	23.4179	1.6655	0.0604	-1.1057	0.2295	1.1331	0.7084
16	23.6833	21.0014	23.8343	21.3981	23.0477	22.6221	-2.9503	-1.5562	-1.0716	0.8186	-0.6164	-0.1708
17	22.4734	23.5162	22.3486	21.3621	23.5173	23.1121	0.9421	1.0498	-0.0284	-0.5127	-0.0601	-1.3036
18	21.8374	22.5110	23.6011	23.0391	22.6695	22.7534	1.1317	-1.1245	0.1510	1.7198	1.2115	-1.1940
19	21.5446	23.9560	22.3606	21.7401	23.4048	23.9199	-1.6618	-1.0260	-0.6290	-0.8422	0.1721	0.1788
20	22.9745	22.6035	21.9672	21.9506	21.8963	22.5224	0.9120	0.4088	-0.3773	-0.1035	-2.2926	-0.9369
21	23.1381	21.8159	22.9725	22.8884	21.5204	21.2751	0.4924	0.9864	0.3606	1.0274	1.3690	1.1954
22	23.1953	22.3102	23.7144	22.9423	22.2724	23.4989	0.5434	0.1127	-0.1817	1.0507	-0.4114	-0.0076
23	21.1587	21.0386	21.9656	22.3261	23.1306	21.6489	-1.6063	0.2065	1.2390	1.3739	-0.9590	-1.1394
24	23.1703	21.5661	21.5009	22.5635	21.2399	21.6960	0.2074	-0.9070	0.0021	-0.0698	0.5626	0.3208
25	23.4156	23.8047	23.4340	22.6708	21.7873	23.4678	1.4376	0.1645	-1.4876	1.2403	-1.8885	1.1285
26	21.7592	21.4439	22.5413	22.7681	21.6747	22.3511	2.4210	-0.0748	-0.8596	-0.4458	0.4038	1.1923
27	21.6000	21.2553	21.3308	23.2014	23.6468	23.8353	-0.4562	1.8734	-0.1704	0.7148	-0.0938	-0.0960
28	22.9981	22.0913	21.8336	22.4777	21.6290	22.2763	-0.4855	-1.3285	-0.6600	-0.3174	1.0095	-0.7440
29	23.1582	23.9858	21.9197	22.0174	22.0678	23.4952	0.7449	-0.3293	2.2357	0.4321	-0.2597	-1.2792
30	22.6689	22.4359	23.8457	21.1946	21.4303	22.1959	0.7018	-0.9491	-0.5703	-0.9268	-0.4124	-0.8802
31	23.0296	21.2130	23.3099	23.4235	22.3497	23.5504	0.7155	-0.4797	0.7271	-1.0708	-0.6379	0.0359
32	22.9499	21.1509	22.2300	21.1902	22.2268	22.2708	0.4453	-1.0601	0.5039	-0.1790	-0.5459	-2.1342
33	21.5070	23.1021	21.6806	22.7280	23.3441	22.9645	0.2978	0.9689	0.9414	-1.8086	-1.1197	-0.2193
34	22.5725	21.4363	21.0904	22.4792	22.6443	23.6248	1.0377	0.1232	-1.7166	2.5667	0.0195	0.8667
35	21.2931	21.2079	22.4197	22.2508	23.8736	23.8228	0.4826	-0.0313	-0.6063	0.7105	1.8372	0.4304
36	21.8739	23.5531	22.9087	23.1945	21.2032	22.3713	0.8293	-0.7723	1.0364	-2.2798	1.2334	-0.2105
37	23.5642	22.2410	22.0035	21.3278	21.1455	22.0756	-0.7143	-0.4642	0.6267	-1.2035	0.7454	-1.8800
38	23.9249	21.6129	23.8674	23.3317	21.9775	23.2823	0.6110	-0.1686	-0.6071	-0.7387	-0.3601	2.2439
39	23.0772	22.5960	21.2454	22.3066	23.7852	22.7271	-0.1514	1.6152	-1.2199	3.0767	1.9395	2.1882
40	23.1653	22.5549	21.5658	22.5460	22.5320	22.2195	-0.0456	0.7411	1.0891	-0.0944	0.8836	-0.6014
41	21.9529	21.3178	22.8849	22.4086	22.4389	21.3072	-0.0862	-1.5536	-0.0394	-0.0899	-0.5310	0.5987
42	21.2119	21.4093	23.0953	23.5047	23.2852	22.8218	-0.3519	0.1198	-0.1167	1.6210	-0.3160	1.2723
43	23.6421	23.3858	22.4584	21.4577	21.3718	23.2773	-0.1285	1.6194	-1.6044	1.4586	-1.0943	-0.9442
44	21.7080	21.0322	22.2553	22.2039	21.3174	23.3061	-2.1039	1.1692	1.0383	1.4807	-0.1627	0.9720
45	22.3472	21.1946	22.7621	22.4581	22.3237	22.1922	1.2941	1.3004	-1.2267	2.2862	0.0565	0.1109
46	22.9540	21.7148	23.5615	22.9788	23.2770	21.9854	-0.4752	0.1062	-0.4806	1.8725	0.9503	0.5878
47	21.3681	21.4015	22.2644	22.6280	22.5740	21.7664	-0.0458	-0.6166	0.3478	0.2882	-0.4165	-0.2873
48	22.7231	23.7000	22.6036	22.2661	21.3398	22.3094	-0.5470	0.6281	-0.6895	-0.1001	-0.6768	1.6200
49	21.9096	21.4963	22.3368	22.9651	22.2397	22.1146	-0.2816	0.2734	2.6980	-0.1800	-0.5638	1.3033
50	22.1559	22.1283	22.6951	23.4341	21.1237	21.0810	1.9886	-1.8509	-1.1238	-0.6252	0.8635	0.2321
51	23.9186	22.2579	21.8272	23.9633	22.4363	23.4988	1.1961	-1.4903	1.8978	-0.8109	0.7517	-0.9721
52	21.9208	22.6438	23.8846	22.3478	21.2323	23.9576	-0.1811	0.1851	0.0855	-0.1808	0.2590	0.5406
53	22.7641	23.5965	23.0056	22.9082	22.7274	23.4649	0.4683	0.4419	0.0969	-1.0718	-0.3297	-0.4349
54	22.7602	21.4807	22.7388	22.3534	22.0123	21.5895	-1.7008	0.4386	-1.1182	-1.3002	-0.0292	0.6228
