ID	freq1	freq2	freq3	freq4	freq5	freq6	amp1	amp2	amp3	amp4	amp5	amp6
0	44.9011	42.7334	44.3848	43.6623	43.9246	42.2631	-0.9761	-0.1559	0.8712	-0.4601	-0.1468	0.4498
1	42.2082	42.3633	44.6187	43.0424	42.4589	44.0952	-0.3390	-0.0964	0.4829	-0.2701	1.4636	0.6401
2	44.4131	43.1109	42.6050	42.4471	44.1097	42.3675	0.2358	-0.3632	0.2594	-1.9351	1.4697	-0.2840
3	43.9367	44.9409	43.1129	43.0223	44.5491	43.9962	0.3115	-1.0931	0.4466	1.6720	-0.0321	-0.8161
4	42.2634	43.4722	43.1612	43.0431	43.5551	43.3176	1.6117	-0.1704	-0.8027	-0.9974	-0.3376	0.6136
5	42.6907	42.2568	44.7106	43.2243	43.6443	42.5808	0.6011	0.7654	-0.3461	-0.6012	-0.0612	0.5157
6	43.2265	43.1398	44.1627	43.7003	43.0496	44.9081	-0.1299	0.3651	-0.0021	0.0809	-1.2307	-0.5738
7	42.2806	42.5271	44.4175	43.5474	43.2819	42.7233	-0.2938	-0.5422	-0.2929	-0.4124	0.9903	-1.5482
8	42.8383	43.6712	42.6195	42.8725	42.3347	42.4869	0.5003	0.7855	-0.1543	0.1115	-0.7344	0.3859
9	44.1554	44.8577	44.5427	43.6628	44.5583	42.1616	1.1701	-2.2660	0.1993	-0.5142	-2.1046	0.0950
10	42.3448	42.9303	42.0655	44.9077	44.1930	44.9463	-0.6845	0.1370	0.3085	-0.2128	1.0039	0.5323
11	44.0075	42.9710	42.6223	43.2337	44.5923	42.4281	-1.0603	0.1793	-0.4068	0.8482	-1.8543	0.1874
12	43.9114	42.6164	44.4268	42.2034	43.8297	42.5504	0.4114	1.2840	-0.8815	-0.6433	-0.0090	0.0645
13	42.7596	44.4311	42.6728	42.8107	43.9750	43.4641	-0.8119	0.6355	0.6974	-0.0623	0.5114	-0.9725
14	44.4243	44.3288	44.3475	43.6263	42.9172	42.8989	0.4554	-0.8295	-0.1273	1.3397	0.5465	-0.9941
15	42.8961	42.5498	42.1422	44.7685	43.4545	43.2337	-3.0742	-0.1368	0.6972	-0.0468	-1.5728	0.6042
16	42.7689	42.9045	42.3234	42.8462	44.9680	42.6263	-0.3118	0.8912	-0.1114	-1.2977	0.6957	1.1841
17	43.2498	43.9746	43.3218	42.4394	43.9877	43.2085	2.0190	0.0702	0.7340	0.0477	2.1740	-1.3978
18	42.3337	42.8979	43.3495	43.9368	44.8777	43.2935	0.3097	-0.6479	2.4088	0.0962	-1.0402	0.7444
19	43.4981	44.8594	42.9986	42.6248	42.7121	43.2400	0.4714	0.6452	-0.4291	-0.8354	-0.9164	-1.5513
20	42.5079	42.6208	42.3720	44.4185	44.0182	43.4623	-0.5735	0.3683	-1.6166	2.3244	1.9260	0.9509
21	42.4201	42.5138	44.6211	43.7348	42.9853	42.6446	2.7139	-0.0758	0.7714	0.1469	-0.9884	-1.0775
22	44.5900	43.0651	44.8516	43.7382	42.1184	42.9737	-2.7952	1.6473	0.2866	1.8498	0.8961	-0.1679
23	44.4794	43.4626	42.5079	42.8329	43.8792	43.0865	-0.4236	-1.2042	-1.4905	0.0554	-0.8226	0.0995
24	44.1018	44.3868	43.3828	42.8216	44.4336	44.9591	-0.7632	-0.5494	0.8842	0.3649	-0.8971	-1.8271
25	43.9705	42.7520	43.8062	44.3655	44.7885	42.8523	0.8736	0.2556	2.6030	1.3459	0.5163	0.3025
26	42.5278	44.2959	43.6239	42.8286	44.4505	44.9040	-0.9046	0.3830	-0.7430	-1.2949	0.5582	-1.1011
27	42.2633	42.6396	42.7981	42.7012	44.5614	44.7134	-0.9852	0.3025	0.1175	0.4453	0.9048	-0.4486
28	42.7999	43.3698	42.7990	44.0686	42.6405	42.1445	-0.2333	0.9858	-0.0413	1.2393	-0.0306	1.5183
29	43.1450	43.8720	42.3034	42.7623	42.4796	43.7374	-0.9402	0.4510	-0.3055	-0.1288	0.7397	1.8665
30	44.3074	44.6457	43.2013	43.4289	44.2723	43.7241	-0.2220	0.7486	0.4546	0.0711	1.1507	1.2468
31	42.3880	42.4001	44.7302	44.4967	42.3738	43.2716	-0.8633	0.7003	-0.4603	-1.1909	1.9264	1.7163
32	43.5873	44.3196	42.9692	42.6314	43.1496	42.8868	-0.2856	-0.0854	0.1393	-0.4736	-0.3552	-0.8049
33	43.5313	44.3635	43.0754	42.3700	44.9647	44.3031	1.3927	-2.0454	-0.4682	-1.5646	-0.5201	0.9196
34	44.9096	43.3235	43.6231	43.2536	43.8425	42.8683	0.8213	2.7696	-1.5913	2.9061	1.1396	-0.9735
35	44.7741	44.6772	43.9644	44.9120	43.3508	44.9142	-1.6214	-0.7371	-0.6401	0.2649	0.3059	0.3174
36	43.9479	44.5867	42.5592	44.4134	43.7052	43.9524	0.5998	0.0704	-0.5751	-0.1405	0.4951	0.0235
37	42.3299	44.0410	44.1198	44.9434	44.8037	44.6356	0.8527	-1.3544	0.8534	-1.7123	-1.6533	0.0659
38	42.6929	44.4299	44.5887	44.3924	42.4865	44.5416	-1.0932	-0.0120	-0.1318	-1.2449	-0.9550	-0.2687
39	43.5538	43.3669	44.8840	44.7883	43.0460	42.0650	0.5585	-1.0026	1.6412	-1.0348	0.0260	0.0044
40	42.0985	44.5539	43.1481	42.3458	43.9237	42.1527	-0.2654	0.5071	-0.2536	1.3100	-0.8879	-1.5755
41	44.8228	44.4981	44.2434	43.8607	43.2235	44.5380	0.3269	1.2156	-0.4487	0.2798	-0.3408	-0.2656
42	43.7857	44.5818	44.3571	42.6518	44.9754	44.2860	2.1821	0.5704	1.0323	-1.1627	0.0681	1.4267
43	43.2153	42.3892	42.1848	43.8768	43.5957	43.9293	2.3544	-0.6172	1.4457	-1.5153	1.3447	0.3037
44	44.1390	44.2657	42.8634	44.4976	42.7418	44.1707	1.0450	-1.2675	-0.1452	0.5145	0.6238	1.5812
45	43.3519	44.2128	43.6021	42.2693	43.1405	43.3203	0.4554	-1.0185	-1.4493	0.0264	-0.7138	-0.1225
46	44.0591	42.7847	43.3020	42.9299	42.6637	44.2551	-2.6645	1.3655	-0.9369	-0.9890	-1.1666	0.3967
47	42.4616	43.8767	42.1087	43.2528	43.0094	44.9177	-0.1882	0.4231	-0.6663	0.9890	-0.5098	0.3475
48	44.4379	43.6270	42.4877	43.2822	42.5868	42.1518	-0.0056	2.0540	-1.2808	1.3403	-0.8992	-0.1149
49	43.1703	42.9939	44.4316	42.4747	43.3331	44.5003	-2.1620	0.2341	0.3267	-0.8086	0.6836	0.2667
50	43.4012	44.1815	43.2773	42.8644	43.8494	44.5222	-0.1704	-1.1496	-1.2583	0.6595	-1.6938	-0.8595
51	42.4185	43.2865	42.0946	42.9373	44.4363	42.8952	1.0095	1.4616	-1.3805	-0.5828	-0.4605	0.0852
52	43.4492	43.9181	44.9428	42.5038	42.2521	43.1793	1.5531	0.5433	-1.3267	0.1490	-1.8339	-0.3075
53	44.9362	42.2236	44.3706	44.2017	43.4671	42.4683	-1.3024	-1.3416	0.4114	0.8405	1.1503	0.0527
54	43.7114	42.2041	43.3923	44.0124	42.0428	44.2775	-0.1052	-0.1865	0.7795	0.5203	-2.1219	0.4915
55	44.3402	44.0534	44.6536	44.4953	44.9545	42.9248	-0.6137	-1.3524	-1.1387	-1.3585	0.0873	-0.4853
56	43.1089	44.0980	43.7751	42.0012	42.7926	44.8963	0.3281	0.2406	0.4154	-0.3889	-2.7082	-0.7811
57	43.8063	42.5583	44.1403	42.3923	42.1837	43.5196	2.0362	-0.7715	0.1547	-0.4172	0.8775	0.6794
58	44.5440	44.3584	42.9061	42.3478	43.2814	44.5414	0.6306	-0.5518	-0.0404	-0.4763	1.8159	1.5950
59	43.0530	43.5128	44.1418	44.7577	44.9380	44.9447	0.5559	0.8435	-0.5308	1.6324	-0.8024	0.9039
60	43.9571	43.1455	43.5376	44.0248	44.3069	42.2981	-0.5255	0.3846	-0.0789	0.7644	0.2402	0.2569
61	44.6707	43.4326	43.3033	43.2015	44.2985	43.5986	-0.3789	-0.1749	0.0035	-0.7532	-0.6841	-1.3652
62	42.2029	44.6562	44.7088	43.5707	44.6225	42.3334	2.6501	-0.3452	-1.1648	-0.5964	0.3944	1.5688
