ID	freq1	freq2	freq3	freq4	freq5	freq6	amp1	amp2	amp3	amp4	amp5	amp6
0	46.8362	45.7933	45.9865	44.3673	44.2451	46.6569	0.0525	0.5622	-0.9209	0.1765	0.5988	-0.6221
1	45.8534	46.9716	44.7607	44.5667	46.8700	45.2449	0.9643	0.0948	-0.5349	-0.9546	0.9610	0.6512
2	46.8674	45.5140	44.2034	44.6864	46.2102	44.8714	-1.1160	-0.6885	0.3869	-0.4684	0.2969	-0.6358
3	46.4333	46.4097	44.6211	45.3670	45.2607	46.4460	0.3070	1.0446	-0.6530	-0.3994	-0.7255	-0.7410
4	46.0116	44.5991	44.4450	46.1266	45.3271	44.4559	1.2886	1.9075	-1.4598	-1.2176	1.0053	-1.4792
5	46.1321	45.6496	44.7443	46.7066	45.8177	44.0241	0.2899	-0.6152	0.7512	-0.0538	0.0142	1.0531
6	46.0646	44.4600	46.9916	44.8745	45.7831	46.2111	0.3927	-0.3782	-0.2289	1.6388	-0.9386	1.1209
7	45.5567	45.5270	45.6495	46.2995	44.9459	44.8063	-1.5164	1.0561	1.0257	-0.3293	1.6957	-0.0152
8	46.2896	44.1424	46.3497	45.4523	44.6256	46.6017	1.6140	0.2788	-0.4123	-0.3280	0.2547	-0.5443
9	45.9299	44.2549	45.2103	45.1607	44.2664	45.9961	0.1043	-1.7870	-0.2835	-0.8705	0.9859	-0.4273
10	46.3219	45.7487	45.0186	44.3990	44.9773	45.4587	-0.7740	0.5462	-1.2574	-0.4434	0.8733	0.3358
11	46.1677	46.6805	44.7608	46.2527	44.0372	44.5338	-0.3645	0.0395	-0.2382	-0.6176	0.3082	-0.0749
12	46.1424	46.4221	45.1184	46.2451	46.7474	45.9124	-0.2409	-0.6631	1.1885	0.2434	-0.9265	0.4276
13	44.0201	44.6407	46.6569	44.1928	46.4528	44.5008	0.3201	-0.5639	-1.2933	-0.1949	0.2025	-0.9160
14	45.9143	46.1999	44.1479	44.0939	46.7014	44.6191	1.2107	-0.0522	0.6371	1.3548	1.1770	0.0996
15	46.9507	44.4177	45.6505	44.6724	44.3745	44.2543	0.5468	0.8186	-0.5390	-0.8955	1.3567	0.3871
16	46.5406	44.3804	45.4525	46.6349	45.6629	46.8042	-1.7785	0.1495	-0.8930	-1.9618	1.5182	1.8598
17	44.5711	46.6627	46.7419	44.0618	45.3596	46.6815	0.4033	0.4665	0.2744	0.9231	-2.0605	-1.6029
18	46.8669	46.2716	45.1918	45.2276	45.8996	44.2675	-2.1457	-0.6082	2.0449	-0.0958	-1.4574	-1.0224
19	46.7434	46.2516	45.0754	45.3601	46.7911	45.5985	-0.5607	0.4851	0.0659	-0.0554	0.8743	-0.2565
20	44.0500	45.3564	46.2717	45.3888	46.9381	44.0054	0.3987	-1.4649	0.4394	-0.5339	-0.5801	-1.9759
21	44.1367	44.4655	46.1968	46.0370	46.4619	45.7878	0.4698	-0.0804	-0.7168	-0.2915	-1.0451	-1.3497
22	46.6726	46.8214	44.0155	45.3486	45.1946	44.6362	-0.2689	1.3207	-0.1514	-0.8897	-2.2176	1.4911
23	45.9663	46.2825	44.1823	44.8651	44.8497	45.6047	1.7908	0.6165	0.9465	-0.0348	-0.9135	1.1426
24	46.4456	44.5616	46.3346	45.2111	45.9017	44.5207	0.2325	-0.0556	0.3047	-0.0507	0.7576	-0.8035
25	44.0643	46.0156	44.4693	46.9904	44.7335	44.5832	0.1156	-0.8402	1.0235	-0.5074	0.0869	1.6561
26	45.7868	46.5075	44.8860	46.2333	46.5007	46.2817	0.3809	-0.4528	-0.6977	0.0270	0.5340	0.3221
27	46.7672	46.7229	45.0418	45.2388	45.8006	44.7292	0.4193	0.4055	1.2688	0.3217	0.1089	-0.3009
28	45.9353	46.4299	45.2166	45.6505	45.9890	44.3650	1.9059	0.1314	-1.3214	-1.1504	-0.6771	1.8857
29	46.4313	45.6418	46.4981	45.7747	46.8458	45.8369	-0.3635	0.3457	2.1602	1.0439	-0.9565	1.0613
30	46.3007	44.1528	45.3228	45.1644	45.6297	44.3988	-1.0692	-1.1825	1.4183	-0.5991	0.3322	0.3901
